"validfrom (UTC)","validto (UTC)",point,type,granularity,timezone,activity,classification,"capacity (kW)","volume (kWh)",percentage,"emission (kg CO2)","emissionfactor (kg CO2/kWh)"
"2024-12-31 23:00:00","2025-01-01 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6519520,6519520,0.99503552913666,0,0
"2025-01-01 00:00:00","2025-01-01 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5917659,5917659,0.903171479702,0,0
"2025-01-01 01:00:00","2025-01-01 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4994553,4994553,0.76227927207947,0,0
"2025-01-01 02:00:00","2025-01-01 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4990896,4990896,0.76171624660492,0,0
"2025-01-01 03:00:00","2025-01-01 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4988425,4988425,0.76133447885513,0,0
"2025-01-01 04:00:00","2025-01-01 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4995848,4995848,0.76246249675751,0,0
"2025-01-01 05:00:00","2025-01-01 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5000998,5000998,0.76324373483658,0,0
"2025-01-01 06:00:00","2025-01-01 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5545243,5545243,0.84630000591278,0,0
"2025-01-01 07:00:00","2025-01-01 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5000109,5000109,0.76309823989868,0,0
"2025-01-01 08:00:00","2025-01-01 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5006276,5006276,0.76403498649597,0,0
"2025-01-01 09:00:00","2025-01-01 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5008423,5008423,0.76435774564743,0,0
"2025-01-01 10:00:00","2025-01-01 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5008986,5008986,0.76443898677826,0,0
"2025-01-01 11:00:00","2025-01-01 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4859352,4859352,0.74159824848175,0,0
"2025-01-01 12:00:00","2025-01-01 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4557821,4557821,0.69557601213455,0,0
"2025-01-01 13:00:00","2025-01-01 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4968952,4968952,0.7583150267601,0,0
"2025-01-01 14:00:00","2025-01-01 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5521656,5521656,0.84265822172165,0,0
"2025-01-01 15:00:00","2025-01-01 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6551295,6551295,0.99978572130203,0,0
"2025-01-01 16:00:00","2025-01-01 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6371756,6371756,0.97237950563431,0,0
"2025-01-01 17:00:00","2025-01-01 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5262636,5262636,0.80311399698257,0,0
"2025-01-01 18:00:00","2025-01-01 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5026362,5026362,0.76705223321915,0,0
"2025-01-01 19:00:00","2025-01-01 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4969390,4969390,0.7583532333374,0,0
"2025-01-01 20:00:00","2025-01-01 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5463986,5463986,0.83382576704025,0,0
"2025-01-01 21:00:00","2025-01-01 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5849626,5849626,0.89267027378082,0,0
"2025-01-01 22:00:00","2025-01-01 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5931133,5931133,0.90510302782059,0,0
"2025-01-01 23:00:00","2025-01-02 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5857030,5857030,0.89378952980042,0,0
"2025-01-02 00:00:00","2025-01-02 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4657518,4657518,0.71073800325394,0,0
"2025-01-02 01:00:00","2025-01-02 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2180400,2180400,0.33272725343704,0,0
"2025-01-02 02:00:00","2025-01-02 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1290672,1290672,0.19695450365543,0,0
"2025-01-02 03:00:00","2025-01-02 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1003721,1003721,0.15316499769688,0,0
"2025-01-02 04:00:00","2025-01-02 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,756568,756568,0.11544947326183,0,0
"2025-01-02 05:00:00","2025-01-02 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,588753,588753,0.089840978384018,0,0
"2025-01-02 06:00:00","2025-01-02 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,551794,551794,0.084200672805309,0,0
"2025-01-02 07:00:00","2025-01-02 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,402255,402255,0.061381500214338,0,0
"2025-01-02 08:00:00","2025-01-02 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,408922,408922,0.062398426234722,0,0
"2025-01-02 09:00:00","2025-01-02 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,475339,475339,0.072532698512077,0,0
"2025-01-02 10:00:00","2025-01-02 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,622846,622846,0.095040522515774,0,0
"2025-01-02 11:00:00","2025-01-02 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1071732,1071732,0.16353525221348,0,0
"2025-01-02 12:00:00","2025-01-02 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1741282,1741282,0.26570001244545,0,0
"2025-01-02 13:00:00","2025-01-02 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2118461,2118461,0.32325100898743,0,0
"2025-01-02 14:00:00","2025-01-02 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1658415,1658415,0.25305226445198,0,0
"2025-01-02 15:00:00","2025-01-02 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1477348,1477348,0.22542224824429,0,0
"2025-01-02 16:00:00","2025-01-02 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1333784,1333784,0.20351524651051,0,0
"2025-01-02 17:00:00","2025-01-02 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1431043,1431043,0.21835425496101,0,0
"2025-01-02 18:00:00","2025-01-02 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1630252,1630252,0.24874874949455,0,0
"2025-01-02 19:00:00","2025-01-02 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1806529,1806529,0.27564400434494,0,0
"2025-01-02 20:00:00","2025-01-02 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1921037,1921037,0.29311373829842,0,0
"2025-01-02 21:00:00","2025-01-02 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1752961,1752961,0.26746675372124,0,0
"2025-01-02 22:00:00","2025-01-02 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1547859,1547859,0.23617100715637,0,0
"2025-01-02 23:00:00","2025-01-03 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1645914,1645914,0.25113049149513,0,0
"2025-01-03 00:00:00","2025-01-03 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1618077,1618077,0.24688175320625,0,0
"2025-01-03 01:00:00","2025-01-03 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1937499,1937499,0.29561623930931,0,0
"2025-01-03 02:00:00","2025-01-03 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2047739,2047739,0.31243449449539,0,0
"2025-01-03 03:00:00","2025-01-03 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2245754,2245754,0.34264451265335,0,0
"2025-01-03 04:00:00","2025-01-03 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2721226,2721226,0.41518700122833,0,0
"2025-01-03 05:00:00","2025-01-03 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3513913,3513913,0.53612625598907,0,0
"2025-01-03 06:00:00","2025-01-03 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4324637,4324637,0.65981650352478,0,0
"2025-01-03 07:00:00","2025-01-03 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4378530,4378530,0.66803449392319,0,0
"2025-01-03 08:00:00","2025-01-03 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4821699,4821699,0.73564475774765,0,0
"2025-01-03 09:00:00","2025-01-03 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5248739,5248739,0.8007932305336,0,0
"2025-01-03 10:00:00","2025-01-03 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5479588,5479588,0.83600825071335,0,0
"2025-01-03 11:00:00","2025-01-03 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5174549,5174549,0.78946399688721,0,0
"2025-01-03 12:00:00","2025-01-03 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4219156,4219156,0.643698990345,0,0
"2025-01-03 13:00:00","2025-01-03 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3975338,3975338,0.60649698972702,0,0
"2025-01-03 14:00:00","2025-01-03 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3610910,3610910,0.55089473724365,0,0
"2025-01-03 15:00:00","2025-01-03 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2845564,2845564,0.43412750959396,0,0
"2025-01-03 16:00:00","2025-01-03 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1924284,1924284,0.29357248544693,0,0
"2025-01-03 17:00:00","2025-01-03 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1576540,1576540,0.24051874876022,0,0
"2025-01-03 18:00:00","2025-01-03 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1292627,1292627,0.19720324873924,0,0
"2025-01-03 19:00:00","2025-01-03 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,999302,999302,0.15245249867439,0,0
"2025-01-03 20:00:00","2025-01-03 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,938809,938809,0.14322300255299,0,0
"2025-01-03 21:00:00","2025-01-03 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,699466,699466,0.10670852661133,0,0
"2025-01-03 22:00:00","2025-01-03 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,509739,509739,0.077763848006725,0,0
"2025-01-03 23:00:00","2025-01-04 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,668890,668890,0.10204284638166,0,0
"2025-01-04 00:00:00","2025-01-04 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,500591,500591,0.076367348432541,0,0
"2025-01-04 01:00:00","2025-01-04 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,526096,526096,0.080257751047611,0,0
"2025-01-04 02:00:00","2025-01-04 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,449856,449856,0.068626627326012,0,0
"2025-01-04 03:00:00","2025-01-04 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,375287,375287,0.05725060030818,0,0
"2025-01-04 04:00:00","2025-01-04 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,291461,291461,0.04446255043149,0,0
"2025-01-04 05:00:00","2025-01-04 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,311288,311288,0.0474868491292,0,0
"2025-01-04 06:00:00","2025-01-04 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,263398,263398,0.040180999785662,0,0
"2025-01-04 07:00:00","2025-01-04 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,354454,354454,0.054071124643087,0,0
"2025-01-04 08:00:00","2025-01-04 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,731209,731209,0.11154329776764,0,0
"2025-01-04 09:00:00","2025-01-04 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,900076,900076,0.13730275630951,0,0
"2025-01-04 10:00:00","2025-01-04 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1285577,1285577,0.19610799849033,0,0
"2025-01-04 11:00:00","2025-01-04 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1661747,1661747,0.25348925590515,0,0
"2025-01-04 12:00:00","2025-01-04 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2017953,2017953,0.30782449245453,0,0
"2025-01-04 13:00:00","2025-01-04 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1660262,1660262,0.25325998663902,0,0
"2025-01-04 14:00:00","2025-01-04 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1529951,1529951,0.23338024318218,0,0
"2025-01-04 15:00:00","2025-01-04 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1485938,1485938,0.22666475176811,0,0
"2025-01-04 16:00:00","2025-01-04 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1184864,1184864,0.18073800206184,0,0
"2025-01-04 17:00:00","2025-01-04 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1099801,1099801,0.16776150465012,0,0
"2025-01-04 18:00:00","2025-01-04 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,910815,910815,0.1389332562685,0,0
"2025-01-04 19:00:00","2025-01-04 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,909323,909323,0.13870500028133,0,0
"2025-01-04 20:00:00","2025-01-04 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,780742,780742,0.11909075081348,0,0
"2025-01-04 21:00:00","2025-01-04 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,851942,851942,0.12995049357414,0,0
"2025-01-04 22:00:00","2025-01-04 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,854213,854213,0.13029624521732,0,0
"2025-01-04 23:00:00","2025-01-05 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,698735,698735,0.10657999664545,0,0
"2025-01-05 00:00:00","2025-01-05 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,797628,797628,0.12166325002909,0,0
"2025-01-05 01:00:00","2025-01-05 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,908483,908483,0.13857124745846,0,0
"2025-01-05 02:00:00","2025-01-05 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1260471,1260471,0.19225925207138,0,0
"2025-01-05 03:00:00","2025-01-05 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1823410,1823410,0.27812224626541,0,0
"2025-01-05 04:00:00","2025-01-05 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2207106,2207106,0.33664473891258,0,0
"2025-01-05 05:00:00","2025-01-05 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2853148,2853148,0.43518126010895,0,0
"2025-01-05 06:00:00","2025-01-05 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3652590,3652590,0.55711376667023,0,0
"2025-01-05 07:00:00","2025-01-05 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4249094,4249094,0.64809197187424,0,0
"2025-01-05 08:00:00","2025-01-05 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4513890,4513890,0.68847572803497,0,0
"2025-01-05 09:00:00","2025-01-05 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4595959,4595959,0.70098876953125,0,0
"2025-01-05 10:00:00","2025-01-05 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4598546,4598546,0.70137900114059,0,0
"2025-01-05 11:00:00","2025-01-05 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4581535,4581535,0.69878000020981,0,0
"2025-01-05 12:00:00","2025-01-05 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4156812,4156812,0.63399702310562,0,0
"2025-01-05 13:00:00","2025-01-05 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4104715,4104715,0.6260472536087,0,0
"2025-01-05 14:00:00","2025-01-05 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4058809,4058809,0.61904174089432,0,0
"2025-01-05 15:00:00","2025-01-05 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4027458,4027458,0.61425650119781,0,0
"2025-01-05 16:00:00","2025-01-05 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4438989,4438989,0.67701774835587,0,0
"2025-01-05 17:00:00","2025-01-05 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4807524,4807524,0.7332209944725,0,0
"2025-01-05 18:00:00","2025-01-05 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5003044,5003044,0.76303577423096,0,0
"2025-01-05 19:00:00","2025-01-05 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5363208,5363208,0.81796073913574,0,0
"2025-01-05 20:00:00","2025-01-05 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5946143,5946143,0.90686023235321,0,0
"2025-01-05 21:00:00","2025-01-05 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6258428,6258428,0.9544820189476,0,0
"2025-01-05 22:00:00","2025-01-05 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6327987,6327987,0.96508449316025,0,0
"2025-01-05 23:00:00","2025-01-06 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6346329,6346329,0.96787548065186,0,0
"2025-01-06 00:00:00","2025-01-06 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6349757,6349757,0.96839249134064,0,0
"2025-01-06 01:00:00","2025-01-06 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6365786,6365786,0.97083097696304,0,0
"2025-01-06 02:00:00","2025-01-06 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6358798,6358798,0.96975922584534,0,0
"2025-01-06 03:00:00","2025-01-06 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6348957,6348957,0.96825224161148,0,0
"2025-01-06 04:00:00","2025-01-06 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6405595,6405595,0.97688376903534,0,0
"2025-01-06 05:00:00","2025-01-06 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6445041,6445041,0.98289322853088,0,0
"2025-01-06 06:00:00","2025-01-06 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6456073,6456073,0.9845694899559,0,0
"2025-01-06 07:00:00","2025-01-06 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6475489,6475489,0.98752427101135,0,0
"2025-01-06 08:00:00","2025-01-06 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6498396,6498396,0.99101150035858,0,0
"2025-01-06 09:00:00","2025-01-06 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6524789,6524789,0.99503022432327,0,0
"2025-01-06 10:00:00","2025-01-06 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6546048,6546048,0.99826598167419,0,0
"2025-01-06 11:00:00","2025-01-06 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6547623,6547623,0.99849998950958,0,0
"2025-01-06 12:00:00","2025-01-06 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6433046,6433046,0.98102098703384,0,0
"2025-01-06 13:00:00","2025-01-06 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5001074,5001074,0.76264476776123,0,0
"2025-01-06 14:00:00","2025-01-06 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3691470,3691470,0.56293177604675,0,0
"2025-01-06 15:00:00","2025-01-06 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4437669,4437669,0.67671900987625,0,0
"2025-01-06 16:00:00","2025-01-06 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4749800,4749800,0.72431272268295,0,0
"2025-01-06 17:00:00","2025-01-06 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5684138,5684138,0.86678749322891,0,0
"2025-01-06 18:00:00","2025-01-06 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5812151,5812151,0.88630324602127,0,0
"2025-01-06 19:00:00","2025-01-06 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5740483,5740483,0.8753690123558,0,0
"2025-01-06 20:00:00","2025-01-06 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5976773,5976773,0.91139525175095,0,0
"2025-01-06 21:00:00","2025-01-06 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6129268,6129268,0.93464297056198,0,0
"2025-01-06 22:00:00","2025-01-06 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6052075,6052075,0.92286652326584,0,0
"2025-01-06 23:00:00","2025-01-07 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6026778,6026778,0.91900300979614,0,0
"2025-01-07 00:00:00","2025-01-07 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6004008,6004008,0.91552549600601,0,0
"2025-01-07 01:00:00","2025-01-07 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5783646,5783646,0.88191801309586,0,0
"2025-01-07 02:00:00","2025-01-07 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5687045,5687045,0.86718225479126,0,0
"2025-01-07 03:00:00","2025-01-07 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5665789,5665789,0.86393547058105,0,0
"2025-01-07 04:00:00","2025-01-07 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5557268,5557268,0.84738272428513,0,0
"2025-01-07 05:00:00","2025-01-07 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5279018,5279018,0.80494952201843,0,0
"2025-01-07 06:00:00","2025-01-07 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5219674,5219674,0.79589575529099,0,0
"2025-01-07 07:00:00","2025-01-07 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5066869,5066869,0.7725909948349,0,0
"2025-01-07 08:00:00","2025-01-07 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4650320,4650320,0.70907175540924,0,0
"2025-01-07 09:00:00","2025-01-07 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4635297,4635297,0.70677673816681,0,0
"2025-01-07 10:00:00","2025-01-07 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4956586,4956586,0.75576102733612,0,0
"2025-01-07 11:00:00","2025-01-07 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5603184,5603184,0.85434675216675,0,0
"2025-01-07 12:00:00","2025-01-07 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5814922,5814922,0.88662576675415,0,0
"2025-01-07 13:00:00","2025-01-07 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6067790,6067790,0.92517602443695,0,0
"2025-01-07 14:00:00","2025-01-07 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5812082,5812082,0.88618177175522,0,0
"2025-01-07 15:00:00","2025-01-07 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5486997,5486997,0.83661025762558,0,0
"2025-01-07 16:00:00","2025-01-07 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4988443,4988443,0.76059025526047,0,0
"2025-01-07 17:00:00","2025-01-07 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4825666,4825666,0.73576676845551,0,0
"2025-01-07 18:00:00","2025-01-07 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4828031,4828031,0.7361227273941,0,0
"2025-01-07 19:00:00","2025-01-07 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4567779,4567779,0.69643801450729,0,0
"2025-01-07 20:00:00","2025-01-07 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4512405,4512405,0.68799149990082,0,0
"2025-01-07 21:00:00","2025-01-07 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4503442,4503442,0.68662077188492,0,0
"2025-01-07 22:00:00","2025-01-07 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4333062,4333062,0.66063898801804,0,0
"2025-01-07 23:00:00","2025-01-08 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4162538,4162538,0.63463622331619,0,0
"2025-01-08 00:00:00","2025-01-08 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3913670,3913670,0.59668922424316,0,0
"2025-01-08 01:00:00","2025-01-08 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3901464,3901464,0.59482473134995,0,0
"2025-01-08 02:00:00","2025-01-08 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4035384,4035384,0.61523848772049,0,0
"2025-01-08 03:00:00","2025-01-08 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3608714,3608714,0.55018424987793,0,0
"2025-01-08 04:00:00","2025-01-08 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3467757,3467757,0.52869075536728,0,0
"2025-01-08 05:00:00","2025-01-08 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3159862,3159862,0.48174625635147,0,0
"2025-01-08 06:00:00","2025-01-08 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3265306,3265306,0.49781900644302,0,0
"2025-01-08 07:00:00","2025-01-08 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3197115,3197115,0.48741975426674,0,0
"2025-01-08 08:00:00","2025-01-08 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3031454,3031454,0.4621610045433,0,0
"2025-01-08 09:00:00","2025-01-08 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3036160,3036160,0.46287524700165,0,0
"2025-01-08 10:00:00","2025-01-08 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3199095,3199095,0.48771274089813,0,0
"2025-01-08 11:00:00","2025-01-08 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3221424,3221424,0.49111375212669,0,0
"2025-01-08 12:00:00","2025-01-08 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2933894,2933894,0.44727626442909,0,0
"2025-01-08 13:00:00","2025-01-08 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2117953,2117953,0.32288300991058,0,0
"2025-01-08 14:00:00","2025-01-08 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1365022,1365022,0.20809699594975,0,0
"2025-01-08 15:00:00","2025-01-08 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,701353,701353,0.10692010074854,0,0
"2025-01-08 16:00:00","2025-01-08 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,342680,342680,0.052240751683712,0,0
"2025-01-08 17:00:00","2025-01-08 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,290069,290069,0.044220048934221,0,0
"2025-01-08 18:00:00","2025-01-08 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,351270,351270,0.053549598902464,0,0
"2025-01-08 19:00:00","2025-01-08 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,258835,258835,0.039458025246859,0,0
"2025-01-08 20:00:00","2025-01-08 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,302753,302753,0.046152774244547,0,0
"2025-01-08 21:00:00","2025-01-08 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,507391,507391,0.077348098158836,0,0
"2025-01-08 22:00:00","2025-01-08 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,561753,561753,0.08563470095396,0,0
"2025-01-08 23:00:00","2025-01-09 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,294009,294009,0.044819001108408,0,0
"2025-01-09 00:00:00","2025-01-09 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,96604,96604,0.014726299792528,0,0
"2025-01-09 01:00:00","2025-01-09 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,62817,62817,0.0095757702365518,0,0
"2025-01-09 02:00:00","2025-01-09 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,71975,71975,0.010971714742482,0,0
"2025-01-09 03:00:00","2025-01-09 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,78334,78334,0.011941032484174,0,0
